ID;FullName;global_id;ShortName;RegisterNumber;LegalAddress;country;city;street;house;ChiefPosition;ChiefName;WebSite;Email;INN;OGRN
263;Региональная общественная организация «Федерация биатлона города Москвы»;63809413;РОО «Федерация биатлона города Москвы»;219190;Летниковская улица, дом 11/10, строение 5;Россия;Москва;Летниковская улица;дом 11/10, строение 5;президент;Малин Владимир Владимирович;;biathlonmoscow@mail.ru;7725254975;1,0778E+12
264;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ БОДИБИЛДИНГА И ФИТНЕСА»;63809414;РОО «Федерация бодибилдинга и фитнеса»;234448;Новомарьинская улица, дом 17;Россия;Москва;Новомарьинская улица;дом 17;вице-президент;Каменский Вячеслав Владимирович;www.fbfm.ru;admin@fbfm.ru;7723199574;1,02774E+12
265;Региональная общественная организация «Федерация бокса города Москвы»;63809415;РОО «Федерация бокса города Москвы»;234449;Малый Кисловский переулок, дом 7, корпус 1;Россия;Москва;Малый Кисловский переулок;дом 7, корпус 1;президент;Ансимов Юрий Николаевич;www.mos-boxing.ru;fbgm@yandex.ru;7703384642;1,04775E+12
266;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ВОДНОГО ПОЛО ГОРОДА МОСКВЫ»;63809416;РОО «Федерация водного поло города Москвы»;235392;Нарышкинская аллея, дом 5, строение 2;Россия;Москва;Нарышкинская аллея;дом 5, строение 2;президент;Герасимов Сергей Яковлевич;www.moswaterpolo.ru;moswaterpolo@gmail.com;7702276595;1,03774E+12
267;Региональная общественная организация «Федерация воднолыжного спорта и вейкбординга города Москвы»;63809417;РОО «Федерация воднолыжного спорта и вейкбординга города Москвы»;220076;проспект Мира, дом 105, строение 1;Россия;Москва;проспект Мира;дом 105, строение 1;президент;Ригин Андрей Евгеньевич;;;7717162223;1,1178E+12
268;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ГОЛЬФА В ГОРОДЕ МОСКВЕ»;63809418;РОО «Федерация гольфа в городе Москве»;235393;улица Довженко, дом 6;Россия;Москва;улица Довженко;дом 6;председатель;Черёмин Сергей Евгеньевич;;federation.moscow.golf@gmail.com;7729452417;1,1478E+12
269;Региональная общественная организация «Федерация горнолыжного спорта и сноуборда города Москвы»;63809419;РОО «Федерация горнолыжного спорта и сноуборда города Москвы»;235394;Сокольническая площадь, дом 4А;Россия;Москва;Сокольническая площадь;дом 4А;президент;Рябов Дмитрий Юрьевич;www.fgssm.ru;fgssm@mail.ru;7718746359;1,1178E+12
270;Региональная общественная орагнизация «Федерация городошного спорта города Москвы»;63809420;РОО «Федерация городошного спорта города Москвы»;235395;Тушинская улица, дом 16;Россия;Москва;Тушинская улица;дом 16;президент;Проц Михаил Ильич;;;7733182731;1,0577E+12
271;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ГРЕБНОГО СПОРТА В ГОРОДЕ МОСКВЕ»;63809421;РОО «Федерация гребного спорта в городе Москве»;235385;Лётная улица, дом 99А;Россия;Москва;Лётная улица;дом 99А;президент;Сазонов Александр Юрьевич;;fag.moskva@yandex.ru;7703351742;1,02774E+12
272;Региональная общественная организация «Федерация Дзюдо»;63809422;РОО «Федерация дзюдо»;219815;Мытная улица, дом 42/44;Россия;Москва;Мытная улица;дом 42/44;генеральный директор;Платонов Владимир Михайлович;;;7706146967;1,0377E+12
273;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ КАПОЭЙРА»;63809423;РОО «Федерация капоэйра»;235398;Снежная улица, дом 13;Россия;Москва;Снежная улица;дом 13;президент;Белов Роман Владимирович;www.kapoeira.ru;press@kapoeira.ru;7714318930;1,04775E+12
274;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ КЁРЛИНГА В ГОРОДЕ МОСКВЕ»;63809424;РОО «Федерация кёрлинга в городе Москве»;219227;улица Академика Анохина, дом 11А;Россия;Москва;улица Академика Анохина;дом 11А;президент;Морозов Алексей Михайлович;;skalalb@mail.ru;7729452311;1,1378E+12
275;Региональная общественная организация «Федерация конного спорта города Москвы»;63809425;РОО «Федерация конного спорта города Москвы»;235401;Балаклавский проспект, дом 33, корпус 1;Россия;Москва;Балаклавский проспект;дом 33, корпус 1;президент;Ротенберг Карина Юрьевна;www.fksm.ork;fksm@mail.ru;7727268331;1,04775E+12
276;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ КОНЬКОБЕЖНОГО СПОРТА»;63809426;РОО «Федерация конькобежного спорта»;235402;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;председатель;Кидяев Александр Степанович;;;7708018505;1,02774E+12
277;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ЛЕГКОЙ АТЛЕТИКИ Г.МОСКВЫ»;63809427;РОО «Федерация легкой атлетики г. Москвы»;235403;улица Советской Армии, дом 6, корпус 1;Россия;Москва;улица Советской Армии;дом 6, корпус 1;председатель;Мастеркова Светлана Александровна;www.mosatletika.ru;masterkova-s@yandex.ru;7708046132;1,02774E+12
278;Региональная общественная организация «Федерация лыжных гонок города Москвы»;63809428;РОО «Федерация лыжных гонок города Москвы»;235404;Милютинский переулок, дом 18, корпус 4;Россия;Москва;Милютинский переулок;дом 18, корпус 4;президент;Головатов Михаил Васильевич;www.flgm.ru;info@flgm.ru;7708094383;1,0277E+12
279;Региональная общественная организация «Федерация пауэрлифтинга города Москвы»;63809429;РОО «Федерация пауэрлифтинга города Москвы»;235759;Барвихинская улица, дом 20;Россия;Москва;Барвихинская улица;дом 20;президент;Бутусов Игорь Владимирович;www.fpr-info.ru/moskva.htm;fpm@bmail.ru;7731016023;1,0978E+12
280;Региональная общественная организация «Федерация плавания города Москвы»;63809430;РОО «Федерация плавания города Москвы»;259443;Судостроительная улица, дом 9;Россия;Москва;Судостроительная улица;дом 9;президент;Филонов Алексей Юрьевич;;;7725350654;1,1178E+12
281;Региональная общественная организация «Федерация рафтинга города Москвы»;63809431;РОО «Федерация рафтинга города Москвы»;235722;проспект Мира, дом 186, корпус 2;Россия;Москва;проспект Мира;дом 186, корпус 2;президент;Новиков Александр Серафимович;www.rafting.msk.ru;rafting_moscow2012@mail.ru;7716450317;1,1178E+12
282;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ РЕГБИСТОВ»;63809432;РОО «Федерация регбистов Москвы»;219295;Селезнёвская улица, дом 13А;Россия;Москва;Селезнёвская улица;дом 13А;президент;Балашов Евгений Борисович;;;7707281408;1,03774E+12
283;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ САМБО МОСКВЫ»;63809433;РОО «Федерация самбо Москвы»;235724;4-й Самотёчный переулок, дом 9;Россия;Москва;4-й Самотёчный переулок;дом 9;исполнительный директор;Гавриленков Александр Юрьевич;www.mossambo.ru;mossambo@mail.ru;7733182001;1,04775E+12
284;Региональная общественная организация «Федерация синхронного плавания города Москвы»;63809434;РОО «Федерация синхронного плавания города Москвы»;235726;Олимпийский проспект, дом 16, корпус 1;Россия;Москва;Олимпийский проспект;дом 16, корпус 1;президент;Власенко Алексей Викторович;;;7702470190;1,1178E+12
285;РОО «Федерация скоростного спуска на коньках»;63809435;РОО «Федерация скоростного спуска на коньках»;261904;улица Штурвальная, дом 10, корпус 1, квартира 187;Россия;Москва;улица Штурвальная;дом 10, корпус 1, квартира 187;президент;Крюков Павел Витальевич;;;7733242476;1,1577E+12
286;Региональная общественная организация «Федерация смешанного боевого единоборства ММА»;63809436;РОО «Федерация смешанного боевого единоборства ММА»;235727;Октябрьская улица, дом 38, строение 1;Россия;Москва;Октябрьская улица;дом 38, строение 1;президент;Кузнецов Дмитрий Валериевич;www.moscow-mma.ru;mma.moscowfed@gmail.com;7715492071;1,1378E+12
287;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СОВРЕМЕННОГО ПЯТИБОРЬЯ»;63809437;РОО «Федерация современного пятиборья»;259331;улица Верхняя Масловка, дом 28, корпус 2;Россия;Москва;улица Верхняя Масловка;дом 28, корпус 2;исполнительный директор;Старостина Олеся Федоровна;www.moscowpentathlon.ru;moscowpentathlon@mail.ru;7714401579;1,1278E+12
288;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СОФТБОЛА ГОРОДА МОСКВЫ»;63809438;РОО «Федерация софтбола города Москвы»;219293;улица Перерва, дом 52, корпус 1;Россия;Москва;улица Перерва;дом 52, корпус 1;президент;Ястребов Олег Александрович;;;7723356682;1,0577E+12
289;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СПОРТИВНОГО ТУРИЗМА - ОБЪЕДИНЕНИЕ ТУРИСТОВ МОСКВЫ»;63809439;РОО «Федерация спортивного туризма - объединение туристов Москвы»;235735;Садовая-Кудринская улица, дом 4;Россия;Москва;Садовая-Кудринская улица;дом 4;президент;Сазонов Виктор Евгеньевич;www.fst-otm.net;fst-otm@mail.ru;7703307430;1,03774E+12
290;Региональная общественная организация «Федерация спортивной акробатики г. Москвы»;63809440;РОО «Федерация спортивной акробатики г. Москвы»;235731;3-я Радиальная улица, дом 8;Россия;Москва;3-я Радиальная улица;дом 8;президент;Сеничев Виктор Викторович;www.acrobatica-moscow.ru;oksanasenicheva@mail.ru;7719128877;1,0377E+12
291;Региональная общественная организация «Федерация спортивной аэробики и фитнес - аэробики города Москвы»;63809441;РОО «Федерация спортивной аэробики и фитнес-аэробики города Москвы»;235732;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Мазанова Ирина Михайловна;;mazanova-ira@mail.ru;7708117721;1,02774E+12
292;Региональная общественная организация «Федерация спортивной борьбы города Москвы»;63809442;РОО «Федерация спортивной борьбы города Москвы»;220184;улица Арбат, дом 36/2, корпус 1;Россия;Москва;улица Арбат;дом 36/2, корпус 1;президент организации;Мамиашвили Виктор Геразиевич;;;7708046090;1,0377E+12
293;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СПОРТИВНОЙ ГИМНАСТИКИ»;63809443;РОО «Федерация спортивной гимнастики»;257883;Олимпийский проспект, дом 16, корпус 1;Россия;Москва;Олимпийский проспект;дом 16, корпус 1;президент;Иншаков Александр Иванович;;;7702330933;1,03774E+12
294;Региональная общественная организация «Федерация спортивно-прикладного и служебного собаководства»;63809444;РОО «Федерация спортивно-прикладного и служебного собаководства»;235734;1-й Магистральный тупик, дом 11, строение 10;Россия;Москва;1-й Магистральный тупик;дом 11, строение 10;вице-президент;Насонов Михаил Иванович;;andrei.pobukovsky@toplegal.ru;7714400720;1,1178E+12
295;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СТРЕЛЬБЫ ИЗ АРБАЛЕТА»;63809445;РОО «Федерация стрельбы из арбалета»;235737;улица Ильинка, дом 4;Россия;Москва;улица Ильинка;дом 4;исполнительный директор;Лесников Василий Алексеевич;;;7710395331;1,0577E+12
296;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СТРЕЛЬБЫ ИЗ ЛУКА ГОРОДА МОСКВЫ»;63809446;РОО «Федерация стрельбы из лука города Москвы»;219805;9-я Северная линия, дом 1Б, корпус 1;Россия;Москва;9-я Северная линия;дом 1Б, корпус 1;президент;Селиванов Владимир Алексеевич;;;7715397822;1,04775E+12
297;Региональная общественная организация «Федерация сумо города Москвы»;63809447;РОО «Федерация сумо города Москвы»;235762;улица Новый Арбат, дом 21, корпус 1;Россия;Москва;улица Новый Арбат;дом 21, корпус 1;президент;Куринной Игорь Игоревич;;;7704274160;1,0778E+12
298;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ТАЙСКОГО БОКСА ГОРОДА МОСКВЫ»;63809448;РОО «Федерация тайского бокса города Москвы»;219269;поселение Московский, 3-й микрорайон, дом 11, к.А;Россия;Москва;поселение Московский;3-й микрорайон, дом 11, к.А;президент;Дрозд Григорий Анатольевич;;;7751500176;1,1378E+12
299;Региональная общественная организация «Федерация фигурного катания на коньках города Москвы»;63809449;РОО «Федерация фигурного катания на коньках города Москвы»;235767;проспект Мира, дом 18;Россия;Москва;проспект Мира;дом 18;президент Федерации;Рабер Ирина Яковлевна;www.ffkm.ru;;7704212565;1,0277E+12
300;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ХОККЕЙ-СЛЕДЖ ГОРОДА МОСКВЫ»;63809450;РОО «Федерация хоккей-следж г. Москвы»;259033;Ленинский проспект, дом 4, строение 1А;Россия;Москва;Ленинский проспект;дом 4, строение 1А;президент;Егоров Анатолий Лаврентьевич;;;7706470547;1,1278E+12
301;РОО «Федерация хоккея г. Москвы»;63809451;РОО «Федерация хоккея г. Москвы»;235738;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Менделеев Сергей Владиславович;www.fhmoscow.com;fhmoscow@mail.ru;7708046206;1,03774E+12
302;Региональная общественная организация «Федерация художественной гимнастики города Москвы»;63809372;РОО «Федерация художественной гимнастики города Москвы»;235740;Лужнецкая набережная, дом 8;Россия;Москва;Лужнецкая набережная;дом 8;президент;Гурьев Андрей Андреевич;www.fhgm.ru;info@fhgm.ru;7729441937;1,1178E+12
303;РРЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФИЗКУТУРНО-СПОРТИВНАЯ ОРГАНИЗАЦИЯ«СПОРТ»;63809373;РОО «Физкультурно-спортивная организация «Спорт»;258997;Волгоградский проспект, дом 11;Россия;Москва;Волгоградский проспект;дом 11;председатель правления;Черных Илья Сергеевич;;;7709324174;1,03774E+12
304;Автономная некоммерческая организация «Физкультурно-спортивная организация «Спорт»;63809374;РОО «ФСО «Спорт»;219737;Туристская улица, дом 24, корпус 2;Россия;Москва;Туристская улица;дом 24, корпус 2;генеральный директор;Боков Евгений Викторович;;;7733190179;1,1178E+12
305;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКИЙ СОЮЗ ВЕТЕРАНОВ ДЗЮДО И САМБО»;63809375;РОО Московский союз ветеранов дзюдо и самбо;220069;Воронцовская улица, дом 35Б, корпус 2;Россия;Москва;Воронцовская улица;дом 35Б, корпус 2;исполнительный директор;Беридзе Борис Шалвович;;;7709444136;1,1078E+12
306;Региональная общественная организация инвалидов «Московская городская федерация физической культуры, спорта и туризма лиц с поражением опорно-двигательного аппарата»;63809561;РООИ «Московская городская федерация физической культуры, спорта и туризма лиц с поражением опорно-двигательного аппарата»;257963;улица Бахрушина, дом 21/23, корпус 5;Россия;Москва;улица Бахрушина;дом 21/23, корпус 5;президент;Виноградов Виктор Валентинович;;;7705518884;1,0778E+12
307;Региональное отделение Общероссийской общественно-государственной организации «Добровольное общество содействия армии, авиации и флоту России» города Москвы;63809377;РОООГО «ДОСААФ России» г. Москвы;259464;Поклонная улица, дом 11, корпус 1А;Россия;Москва;Поклонная улица;дом 11, корпус 1А;председатель Регионального отделения;Литвинов Сергей Иванович;;;7730183864;1,1078E+12
308;КОММЕРЧЕСКИЙ БАНК «РЕГИОНАЛЬНО-ОТРАСЛЕВОЙ СПЕЦИАЛИЗИРОВАННЫЙ АВТОПРОМЫШЛЕННЫЙ БАНК» (ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ);63809378;Росавтобанк;220301;Зоологическая улица, дом 26, корпус 2;Россия;Москва;Зоологическая улица;дом 26, корпус 2;председатель правления;Пешков Вадим Игоревич;;;7717004724;1,0277E+12
309;Общероссийский союз общественных объединений «Российский Союз боевых искусств»;63809379;Российский союз боевых искусств;219187;Нижняя Красносельская улица, дом 4;Россия;Москва;Нижняя Красносельская улица;дом 4;сопредседатель;Кириенко Сергей Владиленович;;;7709439009;1,0577E+12
310;Российский Фонд развития дополнительного профессионального образования (некоммерческая организация);63809380;Российский Фонд развития дополнительного профессионального образования (некоммерческая организация);259673;Люсиновская улица, дом 51;Россия;Москва;Люсиновская улица;дом 51;президент;Новиков Юрий Валериевич;;;7725082010;1,02774E+12
311;РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ГЕРОЕВ СОВЕТСКОГО СОЮЗА И ГЕРОЕВ РОССИЙСКОЙ ФЕДЕРАЦИИ ИМЕНИ ГЕНЕРАЛА Е.Н. КОЧЕШКОВА;63809562;Региональный общественный фонд поддержки Героев Советского Союза и Героев Российской Федерации имени генерала Е.Е. Кочешкова;260017;улица Кржижановского, дом 17, корпус 1;Россия;Москва;улица Кржижановского;дом 17, корпус 1;генеральный директор;Астапов Александр Сергеевич;;;7721156790;1,0377E+12
312;РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ АКРОБАТИЧЕСКОГО РОК-Н-РОЛЛА МОСКВЫ»;63809382;РОФСО «Федерация акробатического рок-н-ролла Москвы»;235386;3-я Фрунзенская улица, дом 5, корпус 1;Россия;Москва;3-я Фрунзенская улица;дом 5, корпус 1;президент;Быстрова Татьяна Николаевна;www.mosfarr.ru;mosfarr@bk.ru;7709443615;1,1078E+12
313;Региональная спортивная общественная организация «Городской физкультурно-спортивный клуб «Ветераны спорта»;63809383;РСОО «Городской физкультурно-спортивный клуб «Ветераны спорта»;259482;1-й Нагатинский проезд, дом 15;Россия;Москва;1-й Нагатинский проезд;дом 15;председатель;Каширина Людмила Павловна;;;7724300918;1,1278E+12
314;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ДЕТСКАЯ ПЛЯЖНАЯ ФУТБОЛЬНАЯ ЛИГА»;63809384;РСОО «Детская пляжная футбольная лига»;219853;Врачебный проезд, дом 10;Россия;Москва;Врачебный проезд;дом 10;президент;Железкин Виталий Игоревич;;;7733190475;1,1278E+12
315;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ГОРОДСКАЯ ФЕДЕРАЦИЯ БАДМИНТОНА»;63809385;РСОО «Московская городская федерация бадминтона»;219178;Окружной проезд, дом 15, корпус 2;Россия;Москва;Окружной проезд;дом 15, корпус 2;президент Федерации;ГОВОРУН ОЛЕГ МАРКОВИЧ;;;7729433781;1,04775E+12
316;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «МОСКОВСКАЯ ГОРОДСКАЯ ФЕДЕРАЦИЯ УШУ»;63809386;РСОО «Московская городская федерация ушу»;235765;Энергетическая улицаЯ, дом 16, корпус 1;Россия;Москва;Энергетическая улицаЯ;дом 16, корпус 1;президент;Куприянова Татьяна Викторовна;www.wushu-russ.ru;mike34@bk.ru;7722306865;1,03775E+12
317;Региональная спортивная общественная организация «Московская федерация гандбола»;63809387;РСОО «Московская федерация гандбола»;219206;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Синенко Валентин Дмитриевич;www.moshandball.ru;info@moshandball.ru;7708235958;1,0678E+12
318;Региональная спортивная общественная организация «Федерация альпинизма и скалолазания г.Москвы»;63809388;РСОО «Федерация альпинизма и скалолазания г. Москвы»;219176;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент Федерации;Слотюк Алексей Анатольевич;www.faism.ru;mosfais@yandex.ru;7708046020;1,0277E+12
319;Региональная спортивная общественная организация «Федерация велосипедного спорта г.Москвы»;63809389;РСОО «Федерация велосипедного спорта г. Москвы»;219919;Сиреневый бульвар, дом 2;Россия;Москва;Сиреневый бульвар;дом 2;президент;Теренин Александр Васильевич;;;7719213836;1,02774E+12
320;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ГРЕБЛИ НА БАЙДАРКАХ И КАНОЭ ГОРОДА МОСКВЫ»;63809390;РСОО «Федерация гребли на байдарках и каноэ города Москвы»;235396;Крылатская улица, дом 2;Россия;Москва;Крылатская улица;дом 2;президент Федерации;Мордвин Николай Юрьевич;www.moscanoe.ru;moscanoe@moscanoe.ru;7731280532;1,04775E+12
321;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ГРЕБНОГО СЛАЛОМА ГОРОДА МОСКВЫ»;63809391;РСОО «Федерация гребного слалома города Москвы»;235397;Строительный проезд, дом 7А, корпус 5;Россия;Москва;Строительный проезд;дом 7А, корпус 5;президент;Рагимов Сергей Энверович;www.slalom.ru;slalomrus@yandex.ru;7710476005;1,0778E+12
322;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ КИОКУСИНКАЙ ГОРОДА МОСКВЫ»;63809392;РСОО «Федерация киокусинкай города Москвы»;235400;улица Алабяна, дом 12, корпус 4;Россия;Москва;улица Алабяна;дом 12, корпус 4;президент;Золотовский Андрей Александрович;;akmkarate@mail.ru;7743004495;1,1078E+12
323;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ПРАКТИЧЕСКОЙ СТРЕЛЬБЫ ГОРОДА МОСКВЫ»;63809393;РСОО «Федерация практической стрельбы города Москвы»;235760;Гостиничная улица, дом 7А;Россия;Москва;Гостиничная улица;дом 7А;председатель совета;Рагозин Алексей Владимирович;www.ipsc-msk.ru;mail@ipsc-msk.ru;7715079442;1,1078E+12
324;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ПУЛЕВОЙ И СТЕНДОВОЙ СТРЕЛЬБЫ ГОРОДА МОСКВЫ»;63809394;РСОО «Федерация пулевой и стендовой стрельбы города Москвы»;235720;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Кокин Александр Анатольевич;www.shooting-moscow.ru;info@shooting-moscow.ru;7708046189;1,03774E+12
325;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ СКАЛОЛАЗАНИЯ ГОРОДА МОСКВЫ»;63809395;РСОО «Федерация скалолазания города Москвы»;219251;улица Гиляровского дом 47, корпус 5;Россия;Москва;улица Гиляровского дом 47;корпус 5;президент;Чистякова Светлана Геннадьевна;;;7702368119;1,0678E+12
326;Региональная спортивная общественная организация «Федерация тенниса города Москвы»;63809533;РСОО «Федерация тенниса города Москвы»;235770;Милютинский переулок, дом 18, корпус 4;Россия;Москва;Милютинский переулок;дом 18, корпус 4;президент;Пантелеев Евгений Алексеевич;www.mostennis.ru;mostennis@mail.ru;7708228982;1,03775E+12
327;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ ФЕХТОВАНИЯ ГОРОДА МОСКВЫ»;63809534;РСОО «Федерация фехтования г. Москвы»;235766;микрорайон Северное Чертаново, корпус 806;Россия;Москва;микрорайон Северное Чертаново;корпус 806;президент;Челышев Алексей Валентинович;www.mosfencing.ru;mosfencing@gmail.com;7708102764;1,03774E+12
328;Региональная спортивная общественная организация «Федерация флорбола города Москвы»;63809535;РСОО «Федерация флорбола города Москвы»;235769;Милютинский переулок, дом 18;Россия;Москва;Милютинский переулок;дом 18;президент;Писков Юрий Владимирович;www.mosfloorball.okis.ru;floorball2010@gmail.com;7708107868;1,0377E+12
329;РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ «ФЕДЕРАЦИЯ ПУЛЕВОЙ СТРЕЛЬБЫ СРЕДИ ИНВАЛИДОВ»;63809536;РСОО инвалидов «Федерация пулевой стрельбы среди инвалидов»;259036;Казарменный переулок, дом 8, корпус 2;Россия;Москва;Казарменный переулок;дом 8, корпус 2;президент Федерации;Неврена Наталья Евгеньевна;;;7709444400;1,1078E+12
330;Региональная спортивная общественная организация инвалидов «Федерация спорта глухих города Москвы»;63809537;РСОО инвалидов «Федерация спорта глухих города Москвы»;235729;улица Академика Королёва, дом 13, строение 2;Россия;Москва;улица Академика Королёва;дом 13, строение 2;президент;Нестеров Артем Михайлович;www.deafsportmos.ru;deafsportmos@mail.ru;7717162801;1,1278E+12
331;ОБЩЕРОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ - РОССИЙСКОЕ ФИЗКУЛЬТУРНО-СПОРТИВНОЕ ОБЩЕСТВО «СПАРТАК»;63809538;РФСО «Спартак»;219599;Озерковская набережная, дом 50, корпус 1;Россия;Москва;Озерковская набережная;дом 50, корпус 1;председатель Российского совета;Слушаев Андрей Александрович;;;7705017542;1,03774E+12
332;Региональная физкультурно-спортивная общественная организация «Московская федерация Кобудо»;63809539;РФСОО «Московская федерация Кобудо»;219233;улица Грина, дом 9;Россия;Москва;улица Грина;дом 9;президент;Кузнецова Ольга Алексеевна;;;7727290464;1,1078E+12
333;Региональная физкультурно-спортивная общественная организация «Московская федерация спортивного боулинга»;63809540;РФСОО «Московская федерация спортивного боулинга»;219200;Крылатская улица, дом 2, корпус 4;Россия;Москва;Крылатская улица;дом 2, корпус 4;президент;Суханова Галина Валентиновна;www.fmsbowling.ru;info@fmsbowling.ru;7731396424;1,1178E+12
334;РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ «ФЕДЕРАЦИЯ БОРЬБЫ НА ПОЯСАХ»;63809541;РФСОО «Федерация борьбы на поясах» города Москвы;235117;Еропкинский переулок, дом 8;Россия;Москва;Еропкинский переулок;дом 8;президент;Афонин Максим Александрович;;muhacheva_marina@mail.ru;7704269787;1,03775E+12
335;Региональная физкультурно-спортивная общественная организация «Федерация спортивного ориентирования города Москвы»;63809542;РФСОО «Федерация спортивного ориентирования города Москвы»;235733;Федеративный проспект, дом 37Б, корпус 2;Россия;Москва;Федеративный проспект;дом 37Б, корпус 2;президент;Прохоров Александр Михайлович;www.fso.msk.ru;fsomos@mail.ru;7720284824;1,04775E+12
